t,gx,gy,gz,ax,ay,az,temp
4752,-218.00,-239.00,242.00,1332.00,232.00,18240.00,-2352.00
4768,-313.00,35.00,93.00,1512.00,1032.00,18364.00,-2320.00
4785,-16.00,1677.00,-376.00,1720.00,1432.00,18780.00,-2320.00
4802,-60.00,1704.00,-167.00,1580.00,1208.00,18676.00,-2352.00
4818,238.00,1581.00,-160.00,1184.00,716.00,18588.00,-2304.00
4835,76.00,735.00,-10.00,1380.00,672.00,18548.00,-2320.00
4851,16.00,286.00,107.00,1680.00,428.00,18804.00,-2336.00
4868,-612.00,-291.00,123.00,2020.00,252.00,19624.00,-2320.00
4884,-1212.00,-443.00,134.00,1660.00,928.00,18756.00,-2336.00
4900,-1055.00,-375.00,43.00,1616.00,828.00,18504.00,-2352.00
4917,-936.00,63.00,-195.00,1612.00,1228.00,18708.00,-2320.00
4934,-900.00,887.00,-170.00,1768.00,600.00,18756.00,-2320.00
4951,-775.00,303.00,127.00,1208.00,312.00,18428.00,-2384.00
4967,-172.00,198.00,138.00,876.00,316.00,18172.00,-2320.00
4983,293.00,170.00,-36.00,1476.00,636.00,18596.00,-2320.00
5000,257.00,-229.00,-43.00,1348.00,484.00,18608.00,-2320.00
5016,204.00,-46.00,-122.00,1488.00,556.00,18668.00,-2304.00
5032,131.00,-77.00,-238.00,1360.00,520.00,18544.00,-2336.00
5049,24.00,123.00,-118.00,1120.00,340.00,18496.00,-2336.00
5065,-30.00,442.00,-104.00,1436.00,364.00,18832.00,-2352.00
5082,-240.00,-180.00,124.00,1536.00,428.00,18832.00,-2336.00
5098,-195.00,-374.00,151.00,1316.00,460.00,18720.00,-2320.00
5115,93.00,-87.00,5.00,1444.00,436.00,18384.00,-2336.00
5132,287.00,49.00,-201.00,1480.00,444.00,18684.00,-2336.00
5148,280.00,391.00,-509.00,1364.00,324.00,18752.00,-2336.00
5165,258.00,591.00,-569.00,1400.00,444.00,18744.00,-2336.00
5181,249.00,639.00,-596.00,1540.00,372.00,18708.00,-2336.00
5197,372.00,556.00,-668.00,1428.00,464.00,18428.00,-2352.00
5214,579.00,272.00,-354.00,1384.00,720.00,18512.00,-2352.00
5230,482.00,170.00,-90.00,1408.00,636.00,18708.00,-2352.00
5246,296.00,174.00,156.00,1356.00,540.00,18592.00,-2352.00
5263,109.00,211.00,-81.00,972.00,256.00,18472.00,-2320.00
5279,370.00,447.00,-646.00,1068.00,416.00,18584.00,-2336.00
5297,701.00,345.00,-804.00,1168.00,568.00,18696.00,-2336.00
5313,760.00,258.00,-615.00,1284.00,460.00,18512.00,-2320.00
5329,736.00,309.00,-406.00,1092.00,572.00,18552.00,-2320.00
5346,547.00,86.00,-75.00,1380.00,648.00,18636.00,-2288.00
5362,234.00,-13.00,-94.00,1328.00,584.00,18888.00,-2304.00
5379,141.00,-139.00,-275.00,1324.00,508.00,18880.00,-2336.00
5395,238.00,-49.00,-606.00,1388.00,752.00,18944.00,-2304.00
5411,394.00,124.00,-595.00,1500.00,776.00,19036.00,-2336.00
5428,273.00,112.00,-263.00,1396.00,792.00,18700.00,-2336.00
5445,109.00,68.00,124.00,1208.00,624.00,18628.00,-2336.00
5462,50.00,22.00,198.00,1196.00,604.00,18572.00,-2336.00
5478,163.00,175.00,-80.00,1160.00,644.00,18340.00,-2320.00
5494,103.00,5.00,-162.00,1224.00,668.00,18660.00,-2320.00
5511,147.00,85.00,-133.00,1504.00,696.00,18492.00,-2320.00
5527,227.00,9.00,-67.00,1424.00,648.00,18572.00,-2352.00
5543,336.00,71.00,-29.00,1288.00,500.00,18684.00,-2336.00
5560,358.00,58.00,-69.00,1124.00,588.00,18636.00,-2336.00
5576,311.00,157.00,-101.00,1456.00,688.00,18972.00,-2320.00
5593,83.00,-44.00,12.00,1340.00,628.00,19012.00,-2352.00
5609,54.00,-221.00,-151.00,1140.00,560.00,18512.00,-2368.00
